Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
barra-c-acero-inoxidable-varios-vv200010,Tira de Conexión Vario Acero Inoxidable — Serie 200,<p>Tira de Conexión Vario Acero Inoxidable Serie 200 Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: VV200010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de Baños,"Gaggenau, Premium, Baños, Accesorios de Baños, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VV200010,shopify,0,continue,manual,295.03,TRUE,TRUE,draft
blower-recirculacion-para-campa-ar410710,Motor de Recirculación para Extractor Descendente — Serie 400,<p>400 Series recirculation blower for downdraft. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AR410710</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Campanas,"Gaggenau, Premium, Cocina y Bar, Campanas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AR410710,shopify,0,continue,manual,4495.94,TRUE,TRUE,draft
bosch-lavavajillas-24-empuje-a-df480701,"Lavavajillas Totalmente Integrado Push-to-Open 24"" — Serie 400","<p>Lavavajillas empotrable Gaggenau Serie 400 24 Pulgadas Apertura Push. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: DF480701</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Lavavajillas,"Gaggenau, Premium, Cocina y Bar, Lavavajillas, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,DF480701,shopify,0,continue,manual,6163.52,TRUE,TRUE,draft
bosch-lavavajillas-24-df481701,"Lavavajillas Totalmente Integrado Push-to-Open Tina Alta 24"" — Serie 400","<p>Lavavajillas Integrable Gaggenau 400 Series 24 Pulgadas Push-to-Open. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: DF481701</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Lavavajillas,"Gaggenau, Premium, Cocina y Bar, Lavavajillas, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,DF481701,shopify,0,continue,manual,6163.52,TRUE,TRUE,draft
bosch-lavavajillas-60-cm-df481701f,"Lavavajillas Totalmente Integrado Bisagra Flexible 24"" — Serie 400","<p>Lavavajillas Integrado Gaggenau 400 Series 24"" Puerta Flexible. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: DF481701F</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Lavavajillas,"Gaggenau, Premium, Cocina y Bar, Lavavajillas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,DF481701F,shopify,0,continue,manual,6163.52,TRUE,TRUE,draft
broil-pan-24-enamelled-reempla-ba026117,"Charola Esmaltada para Asar 24""","<p>Bandeja Esmaltada para Horno Gaggenau 24 Pulgadas BA026117. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: BA026117</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,BA026117,shopify,0,continue,manual,154.04,TRUE,TRUE,draft
cafetera-24-plumbed-gc461720,"Cafetera Automática con Toma de Agua Apertura Izquierda 24"" — Serie Expressive","<p>Cafetera Gaggenau 24"" Serie Expressive Conexión a Agua Izquierda. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GC461720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Cafeteras,"Gaggenau, Premium, Cocina y Bar, Cafeteras, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GC461720,shopify,0,continue,manual,11235.0,TRUE,TRUE,draft
cajon-calentador-24-push-to-op-gw451720,"Cajón Calientaplatos Push-to-Open 24"" Altura 5 1/2"" — Serie Expressive","<p>Cajón Calentador Gaggenau Serie Expressive Push-to-Open 24"". Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GW451720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Calentadores,"Gaggenau, Premium, Chimeneas & Calentadores, Calentadores, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GW451720,shopify,0,continue,manual,5459.66,TRUE,TRUE,draft
cajon-calentador-24-push-to-op-gw453720,"Cajón Calientaplatos Push-to-Open 24"" Altura 8 3/16"" — Serie Expressive","<p>Cajón Calentador Gaggenau Serie Expressive Push-to-Open 24 Pulgadas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GW453720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Calentadores,"Gaggenau, Premium, Chimeneas & Calentadores, Calentadores, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GW453720,shopify,0,continue,manual,6095.99,TRUE,TRUE,draft
cajon-calentador-30-expressive-gw483720,"Cajón Calientaplatos Push-to-Open 30"" — Serie Expressive","<p>Cajón Calentador Culinario 30"" Serie Expressive Push-to-Open Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: GW483720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Calentadores,"Gaggenau, Premium, Chimeneas & Calentadores, Calentadores, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,GW483720,shopify,0,continue,manual,6892.88,TRUE,TRUE,draft
cajon-calentador-30-personaliz-gw083790,"Cajón Calientaplatos Panelable 30"" — Serie Expressive","<p>Cajón Calentador Culinario Expressive Gaggenau 30"" Panel Personalizado. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: GW083790</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Calentadores,"Gaggenau, Premium, Chimeneas & Calentadores, Calentadores, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,GW083790,shopify,0,continue,manual,6095.99,TRUE,TRUE,draft
cajon-de-vacio-24-push-to-open-gv451720,"Cajón de Vacío Push-to-Open 24"" — Serie Expressive","<p>Cajón de Aspirado Expresive Series Gaggenau 24 Pulgadas Apertura a Presión. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GV451720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Cajones (calientaplatos / vacío),"Gaggenau, Premium, Cocina y Bar, Cajones (calientaplatos / vacío), Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GV451720,shopify,0,continue,manual,8644.25,TRUE,TRUE,draft
calefaccion-adicional-lado-a-ra460012,Kit de Calefacción Lateral para Instalación,<p>Kit de Calentamiento Lateral para Instalación Adicional. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA460012</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA460012,shopify,0,continue,manual,979.07,TRUE,TRUE,draft
campana-de-gabinete-36-aa210491,"Kit de Montaje para Campana Visera 36""","<p>Kit de Montaje para Campana Extractora Gaggenau Af Visor 90cm. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 36.0""</li><li>Modelo: AA210491</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Campanas,"Gaggenau, Premium, Cocina y Bar, Campanas, Bajo pedido, 36.0"", Moneda USD",FALSE,Title,Default Title,AA210491,shopify,0,continue,manual,237.59,TRUE,TRUE,draft
campana-extractora-vl200120-ad851041,Pieza de Conexión para Extractor VL 200,<p>Conector Gaggenau Vl200120 Pieza para Extractor. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD851041</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Campanas,"Gaggenau, Premium, Cocina y Bar, Campanas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD851041,shopify,0,continue,manual,265.92,TRUE,TRUE,draft
campana-isla-kit-montaje-19-ad223346,Kit de Montaje para Campana de Isla,"<p>EXTENSION PARA KIT DE MONTAJE DE CAMPANA DE ISLA AI 230. ALTURA AJUSTABLE DE 3' 7 ????"" A 4' 11"". MATERIAL: ACERO INOXIDABLE.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Instalación: Isla</li><li>Modelo: AD223346</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Campanas,"Gaggenau, Premium, Cocina y Bar, Campanas, Isla, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD223346,shopify,0,continue,manual,211.48,TRUE,TRUE,draft
campana-pared-acero-inox-aw-ad200392,Cubierta de Ducto para Campana de Pared AW,"<p>COLLAR DE TECHO PARA CUBIERTA DE CONDUCTO DE CAMPANA DE PARED AW230, ACERO INOXIDABLE.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Instalación: Pared</li><li>Modelo: AD200392</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Campanas,"Gaggenau, Premium, Cocina y Bar, Campanas, Inoxidable, Pared, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD200392,shopify,0,continue,manual,323.75,TRUE,TRUE,draft
cartucho-descalcificador-ga022740,Cartucho Descalcificador para Cafeteras Automáticas,<p>Cartucho Descalcificador Gaggenau para VitroCafeteras. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: GA022740</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,GA022740,shopify,0,continue,manual,83.55,TRUE,TRUE,draft
cartucho-limpieza-gc-ga022720,Cartucho de Limpieza para Cafeteras Serie GC,<p>Cartucho de Limpieza Gaggenau para Cafeteras Serie GC. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: GA022720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,GA022720,shopify,0,continue,manual,99.21,TRUE,TRUE,draft
cassette-para-cubiertos-plata-da042030,Casete para Cubiertos de Plata Lavavajillas,<p>Casete Cubiertos Plata Lavavajillas Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: DA042030</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Bajo pedido, Moneda USD",FALSE,Title,Default Title,DA042030,shopify,0,continue,manual,83.55,TRUE,TRUE,draft
cinta-de-aluminio-monomando-ad990091,Cinta de Aluminio para Instalación,<p>Cinta de Aluminio Gaggenau para Instalación de Cocina. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD990091</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Grifería / Monomandos,"Gaggenau, Premium, Baños / Cocina, Grifería / Monomandos, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD990091,shopify,0,continue,manual,31.33,TRUE,TRUE,draft
cocina-a-gas-30-serie-200-nat-cg280212,"Parrilla de Gas Natural 30"" — Serie 200","<p>Parrilla de Gas Gaggenau Serie 200 de 30 Pulgadas, Gas Natural. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Energía: Gas</li><li>Modelo: CG280212CA</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Estufas,"Gaggenau, Premium, Cocina y Bar, Estufas, Gas, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,CG280212CA,shopify,0,continue,manual,5111.93,TRUE,TRUE,draft
cocina-gas-12-dos-quemadores-vg232220,"Parrilla de Gas 2 Quemadores 12"" — Vario Serie 200","<p>Parrilla de Gas Dos Quemadores Gaggenau Serie 200. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 12.0""</li><li>Energía: Gas</li><li>Modelo: VG232220CA</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Estufas,"Gaggenau, Premium, Cocina y Bar, Estufas, Gas, Bajo pedido, 12.0"", Moneda USD",FALSE,Title,Default Title,VG232220CA,shopify,0,continue,manual,4357.06,TRUE,TRUE,draft
cocina-gas-5-quemadores-natural-vg491211,"Parrilla de Gas Natural 5 Quemadores 36"" — Vario Serie 400",<p>Parrilla a Gas Gaggenau Vario Serie 400 - 5 Quemadores Acero Inoxidable. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Energía: Gas</li><li>Modelo: VG491211CA</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Estufas,"Gaggenau, Premium, Cocina y Bar, Estufas, Gas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VG491211CA,shopify,0,continue,manual,11383.71,TRUE,TRUE,draft
cocina-induccion-flex-sensor-se-ca060600,Sensor de Cocción para Parrillas Flex Inducción — Serie 200,<p>Sensor de Cocción Gaggenau para Placas Flex Inducción Serie 200. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Energía: Inducción</li><li>Modelo: CA060600</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Estufas,"Gaggenau, Premium, Cocina y Bar, Estufas, Inducción, Bajo pedido, Moneda USD",FALSE,Title,Default Title,CA060600,shopify,0,continue,manual,185.37,TRUE,TRUE,draft
conector-invisible-empotrable-va420004,Conector Invisible para Instalación Empotrada,<p>TIRA DE CONEXION INVISIBLE PARA MONTAJE EMPOTRADO CON OTROS ELECTRODOMESTICOS DE LA SERIE VARIO 400.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Instalación: Empotrable</li><li>Modelo: VA420004</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Empotrable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VA420004,shopify,0,continue,manual,253.25,TRUE,TRUE,draft
conexion-corta-para-empotrado-va420000,Tira de Conexión Corta para Instalación Empotrada,<p>Tira de Conexión Corta para Instalación Empotrada Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Instalación: Empotrable</li><li>Modelo: VA420000</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Empotrable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VA420000,shopify,0,continue,manual,253.25,TRUE,TRUE,draft
conexion-ducto-plano-macho-dn-1-ad854040,Conexión de Ducto Plano Macho DN 150,"<p>CONECTOR PLANO DE CONDUCTO DE AIRE DN 150, DE METAL RESISTENTE PARA CONECTAR 2 CONDUCTOS PLANOS FACILMENTE. PRECIO: $149.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD854040</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD854040,shopify,0,continue,manual,166.36,TRUE,TRUE,draft
conexion-flexible-vl200120-vl40-ad410040,Pieza de Conexión Flexible para Extractores VL 200 y VL 400,<p>Pieza de Conexión Flexible para Extractor de Encimera Vl 200. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD410040</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD410040,shopify,0,continue,manual,420.35,TRUE,TRUE,draft
conexion-para-ducto-redondo-6-ad754049,Conector Redondo DN 150 para Campanas AL 400,<p>Conector Redondo 150mm para Campanas Gaggenau Al400722 y Al400792. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AD754049</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AD754049,shopify,0,continue,manual,237.59,TRUE,TRUE,draft
conexion-retro-fit-para-recorte-vv401000,"Tira de Conexión Retro-Fit 1"" para Recortes Existentes",<p>Tira de Conexión Retro-Fit Gaggenau 1 Pulgada para Recortes Antiguos. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: VV401000</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VV401000,shopify,0,continue,manual,281.97,TRUE,TRUE,draft
conexion-sbs-para-bm-y-rc-con-r-rva460000,Kit de Conexión Side-by-Side para Columnas,"<p>KIT DE CONEXION LADO A LADO PARA ELECTRODOMESTICOS RB Y RC. COMPATIBLE CON MODELO RVY497. DISEÑADO PARA ELECTRODOMESTICOS RC DE 36"" DE ANCHO SIN FILTRO DE AGUA.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RVA460000</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA460000,shopify,0,continue,manual,295.03,TRUE,TRUE,draft
